GeneID	GeneName
leptidea_sinapisG00000015410	abcg5
leptidea_sinapisG00000002209	abcg8
leptidea_sinapisG00000008147	spata6l
leptidea_sinapisG00000006560	cry1_2
leptidea_sinapisG00000011722	cg17119
leptidea_sinapisG00000004292	tret1-1tret1
leptidea_sinapisG00000003686	obp70
leptidea_sinapisG00000011223	-
leptidea_sinapisG00000000177	mcu
leptidea_sinapisG00000002165	-
leptidea_sinapisG00000002243	-
leptidea_sinapisG00000004467	plaa
leptidea_sinapisG00000006070	ist1
leptidea_sinapisG00000011208	disp
leptidea_sinapisG00000005610	atp6v0b
leptidea_sinapisG00000010794	stan
leptidea_sinapisG00000011194	tsr3
leptidea_sinapisG00000011216	capsl_3
leptidea_sinapisG00000002961	capsl_2
leptidea_sinapisG00000011287	capsl_4
leptidea_sinapisG00000001504	pdcd2
leptidea_sinapisG00000006925	tmem242
leptidea_sinapisG00000004690	dus4l
leptidea_sinapisG00000001064	prdm1blmp-1
leptidea_sinapisG00000003159	sif
leptidea_sinapisG00000012564	sif_4
leptidea_sinapisG00000005876	sif_2
leptidea_sinapisG00000002432	-
leptidea_sinapisG00000000331	-
leptidea_sinapisG00000000889	egt_2
leptidea_sinapisG00000014307	-
leptidea_sinapisG00000009572	-
leptidea_sinapisG00000007611	bard1
leptidea_sinapisG00000010431	trf_2
leptidea_sinapisG00000012519	-
leptidea_sinapisG00000010482	smd1
leptidea_sinapisG00000004415	-
leptidea_sinapisG00000006246	agap006459
leptidea_sinapisG00000004432	gl_2
leptidea_sinapisG00000014686	-
leptidea_sinapisG00000002337	-
leptidea_sinapisG00000003732	not2
leptidea_sinapisG00000001026	-
leptidea_sinapisG00000002692	serhl
leptidea_sinapisG00000011536	serhl2
leptidea_sinapisG00000004719	-
leptidea_sinapisG00000013848	ugt2a3_2
leptidea_sinapisG00000015397	egt_15
leptidea_sinapisG00000011930	dpy-19
leptidea_sinapisG00000004966	-
leptidea_sinapisG00000012157	znrf3
leptidea_sinapisG00000008238	pdcd4
leptidea_sinapisG00000009090	-
leptidea_sinapisG00000010760	maats1
leptidea_sinapisG00000003863	-
leptidea_sinapisG00000011947	vps50
leptidea_sinapisG00000007154	fbxw11
leptidea_sinapisG00000012683	-
leptidea_sinapisG00000011265	akr1b1_2
leptidea_sinapisG00000002326	wdr74
leptidea_sinapisG00000010999	dvl3
leptidea_sinapisG00000003769	sgl
leptidea_sinapisG00000013376	prpf4
leptidea_sinapisG00000013132	-
leptidea_sinapisG00000001838	prpf3
leptidea_sinapisG00000004352	arid5b
leptidea_sinapisG00000011043	-
leptidea_sinapisG00000005744	snrnp27
leptidea_sinapisG00000001167	hts
leptidea_sinapisG00000014444	-
leptidea_sinapisG00000003148	-
leptidea_sinapisG00000001636	znf467_2
leptidea_sinapisG00000009482	-
leptidea_sinapisG00000013840	-
leptidea_sinapisG00000005185	-
leptidea_sinapisG00000011845	-
leptidea_sinapisG00000007594	rnf38
leptidea_sinapisG00000003242	serac1_2
leptidea_sinapisG00000006684	sufu
leptidea_sinapisG00000007350	thap12thap9
leptidea_sinapisG00000008888	syg-2nphs1
leptidea_sinapisG00000012984	-
leptidea_sinapisG00000003244	dhx35
leptidea_sinapisG00000006814	cg4585
leptidea_sinapisG00000003465	dhx35_2
leptidea_sinapisG00000012766	-
leptidea_sinapisG00000001366	cd22
leptidea_sinapisG00000013416	-
leptidea_sinapisG00000000974	rbm25
leptidea_sinapisG00000006559	rbm25_2
leptidea_sinapisG00000007930	rbm25_3
leptidea_sinapisG00000000321	nefh
leptidea_sinapisG00000000028	stx17
leptidea_sinapisG00000002395	sccpdh
leptidea_sinapisG00000001876	farsa-b
leptidea_sinapisG00000015050	gmer
leptidea_sinapisG00000007533	sn
leptidea_sinapisG00000014343	fmr1
leptidea_sinapisG00000005642	-
leptidea_sinapisG00000007199	sft2
leptidea_sinapisG00000002421	ddo
leptidea_sinapisG00000014046	-
leptidea_sinapisG00000010388	-
leptidea_sinapisG00000004686	rad51c
leptidea_sinapisG00000003222	anxb9
leptidea_sinapisG00000007447	abce1
leptidea_sinapisG00000007627	-
leptidea_sinapisG00000008383	cutc
leptidea_sinapisG00000013495	-
leptidea_sinapisG00000004128	-
leptidea_sinapisG00000007137	-
leptidea_sinapisG00000001491	-
leptidea_sinapisG00000000927	npr2
leptidea_sinapisG00000014296	sema5b
leptidea_sinapisG00000013864	csad_2
leptidea_sinapisG00000006602	adcy10
leptidea_sinapisG00000006991	guad
leptidea_sinapisG00000013748	msantd3_5
leptidea_sinapisG00000009815	suclg1
leptidea_sinapisG00000001445	ga10892
leptidea_sinapisG00000009321	msh6
leptidea_sinapisG00000006018	zdhhc2
leptidea_sinapisG00000012708	chic2
leptidea_sinapisG00000003357	cua2b
leptidea_sinapisG00000011869	ccp84ab_5
leptidea_sinapisG00000010883	-
leptidea_sinapisG00000008047	ccp84ab_4
leptidea_sinapisG00000012475	msl3
leptidea_sinapisG00000006278	hat1
leptidea_sinapisG00000003068	kcmf1
leptidea_sinapisG00000001049	-
leptidea_sinapisG00000008021	pgbd3_3
leptidea_sinapisG00000000533	sarnp
leptidea_sinapisG00000012877	cg3570
leptidea_sinapisG00000013784	-
leptidea_sinapisG00000013041	hmces
leptidea_sinapisG00000006100	chr2
leptidea_sinapisG00000004409	safb2safbsltmpf13_0198
leptidea_sinapisG00000013257	-
leptidea_sinapisG00000012429	fucta
leptidea_sinapisG00000004211	pex3
leptidea_sinapisG00000007070	psmg2
leptidea_sinapisG00000012755	-
leptidea_sinapisG00000014510	-
leptidea_sinapisG00000015474	gcy-17
leptidea_sinapisG00000015258	-
leptidea_sinapisG00000005368	gyc76c
leptidea_sinapisG00000006773	itfg1
leptidea_sinapisG00000015342	cir1
leptidea_sinapisG00000004675	mob4
leptidea_sinapisG00000010280	rpp25l
leptidea_sinapisG00000001398	-
leptidea_sinapisG00000004515	tdc-1
leptidea_sinapisG00000008602	ciao1
leptidea_sinapisG00000010782	-
leptidea_sinapisG00000006899	-
leptidea_sinapisG00000008795	-
leptidea_sinapisG00000013807	corin
leptidea_sinapisG00000006306	phactr4
leptidea_sinapisG00000008022	rps6kb1
leptidea_sinapisG00000008232	-
leptidea_sinapisG00000015176	mlxip
leptidea_sinapisG00000002189	-
leptidea_sinapisG00000006905	abcc1_3
leptidea_sinapisG00000005679	pkg21d
leptidea_sinapisG00000014665	rbfox3rbfox1
leptidea_sinapisG00000014912	mys
leptidea_sinapisG00000007229	khc
leptidea_sinapisG00000009423	cdk11bpitslre
leptidea_sinapisG00000010370	snx29
leptidea_sinapisG00000012309	argxasl2argh
leptidea_sinapisG00000001271	trmt10a
leptidea_sinapisG00000015228	kraken_2
leptidea_sinapisG00000002111	cht3
leptidea_sinapisG00000014282	allb
leptidea_sinapisG00000001078	smarcc2
leptidea_sinapisG00000013548	rgn_2
leptidea_sinapisG00000013510	hlcs
leptidea_sinapisG00000004205	lsm1
leptidea_sinapisG00000012928	map1lc3c
leptidea_sinapisG00000010621	ix
leptidea_sinapisG00000013705	ank3_2
leptidea_sinapisG00000008396	slc25a22
leptidea_sinapisG00000005406	-
leptidea_sinapisG00000007772	nmdar1
leptidea_sinapisG00000015048	vha26
leptidea_sinapisG00000004940	cnot2
leptidea_sinapisG00000005204	cdc37
leptidea_sinapisG00000009729	-
leptidea_sinapisG00000000807	dop1r2
leptidea_sinapisG00000014548	-
leptidea_sinapisG00000010729	aats-cys
leptidea_sinapisG00000010721	kr
leptidea_sinapisG00000000351	aael004347
leptidea_sinapisG00000009235	elp4
leptidea_sinapisG00000007288	tsp-17
leptidea_sinapisG00000005179	-
leptidea_sinapisG00000009694	mam
leptidea_sinapisG00000009228	trap1
leptidea_sinapisG00000010809	nrt
leptidea_sinapisG00000007063	lama3
leptidea_sinapisG00000007420	sf3a2
leptidea_sinapisG00000001892	ndufa9
leptidea_sinapisG00000004229	rps10
leptidea_sinapisG00000000999	ric8a
leptidea_sinapisG00000008091	spon1spint3
leptidea_sinapisG00000005231	-
leptidea_sinapisG00000011704	-
leptidea_sinapisG00000002015	lana
leptidea_sinapisG00000000022	ccdc94
leptidea_sinapisG00000000797	ccnd3
leptidea_sinapisG00000008636	-
leptidea_sinapisG00000002514	lva
leptidea_sinapisG00000000530	mrpl28
leptidea_sinapisG00000006879	cg7766
leptidea_sinapisG00000009081	-
leptidea_sinapisG00000013172	adcy9
leptidea_sinapisG00000005582	gabra2
leptidea_sinapisG00000001010	lcch3
leptidea_sinapisG00000004493	lrp4
leptidea_sinapisG00000008896	vamp7_2
leptidea_sinapisG00000010513	snx25_2
leptidea_sinapisG00000003088	snx25
leptidea_sinapisG00000001887	pyroxd1
leptidea_sinapisG00000008597	vamp7
leptidea_sinapisG00000008005	otop2
leptidea_sinapisG00000007976	otop2otop3
leptidea_sinapisG00000001045	-
leptidea_sinapisG00000013346	rpl14
leptidea_sinapisG00000006125	-
leptidea_sinapisG00000012148	-
leptidea_sinapisG00000012417	-
leptidea_sinapisG00000003491	-
leptidea_sinapisG00000013716	-
leptidea_sinapisG00000013692	-
leptidea_sinapisG00000001465	-
leptidea_sinapisG00000010475	-
leptidea_sinapisG00000008311	-
leptidea_sinapisG00000007239	-
leptidea_sinapisG00000005338	-
leptidea_sinapisG00000015090	-
leptidea_sinapisG00000002241	-
leptidea_sinapisG00000004100	-
leptidea_sinapisG00000013093	-
leptidea_sinapisG00000015508	-
leptidea_sinapisG00000000004	-
leptidea_sinapisG00000015429	-
leptidea_sinapisG00000013086	-
leptidea_sinapisG00000008790	-
leptidea_sinapisG00000004426	-
leptidea_sinapisG00000010492	-
leptidea_sinapisG00000002633	-
leptidea_sinapisG00000010617	-
leptidea_sinapisG00000005153	-
leptidea_sinapisG00000003347	-
leptidea_sinapisG00000014071	-
leptidea_sinapisG00000004985	-
leptidea_sinapisG00000005375	-
leptidea_sinapisG00000010059	-
leptidea_sinapisG00000003161	-
leptidea_sinapisG00000008623	-
leptidea_sinapisG00000002095	-
leptidea_sinapisG00000013477	-
leptidea_sinapisG00000013699	-
leptidea_sinapisG00000006457	-
leptidea_sinapisG00000007962	-
leptidea_sinapisG00000015218	-
leptidea_sinapisG00000004190	ball
leptidea_sinapisG00000003646	hmbs
leptidea_sinapisG00000013600	tomm20
leptidea_sinapisG00000013922	cmc4
leptidea_sinapisG00000007756	tim10
leptidea_sinapisG00000015409	cg14286
leptidea_sinapisG00000011292	arcn1
leptidea_sinapisG00000013916	desi2
leptidea_sinapisG00000010637	-
leptidea_sinapisG00000000841	-
leptidea_sinapisG00000010272	hnrnpul1
leptidea_sinapisG00000004522	nip7
leptidea_sinapisG00000011385	calpbcalpa
leptidea_sinapisG00000014778	-
leptidea_sinapisG00000000665	-
leptidea_sinapisG00000002183	tex261
leptidea_sinapisG00000011399	hemo
leptidea_sinapisG00000011451	-
leptidea_sinapisG00000005694	-
leptidea_sinapisG00000013629	xpo7
leptidea_sinapisG00000014906	hspa9
leptidea_sinapisG00000000145	-
leptidea_sinapisG00000006568	atp6ap1
leptidea_sinapisG00000003727	pole3
leptidea_sinapisG00000002302	-
leptidea_sinapisG00000009416	znf878_2
leptidea_sinapisG00000013618	znf852
leptidea_sinapisG00000006453	ganab
leptidea_sinapisG00000009772	-
leptidea_sinapisG00000003230	vars
leptidea_sinapisG00000001381	seipin
leptidea_sinapisG00000013560	map4k3map4k5
leptidea_sinapisG00000015251	glo1
leptidea_sinapisG00000003012	-
leptidea_sinapisG00000013587	resilin_5
leptidea_sinapisG00000015134	-
leptidea_sinapisG00000009229	-
leptidea_sinapisG00000002168	-
leptidea_sinapisG00000004829	-
leptidea_sinapisG00000000444	ptpru
leptidea_sinapisG00000012760	-
leptidea_sinapisG00000004147	-
leptidea_sinapisG00000011102	cpsf160
leptidea_sinapisG00000006632	atg13_2
leptidea_sinapisG00000000041	rps11
leptidea_sinapisG00000003783	scaper
leptidea_sinapisG00000012380	-
leptidea_sinapisG00000000677	rrbp1
leptidea_sinapisG00000006774	-
leptidea_sinapisG00000015348	-
leptidea_sinapisG00000001508	-
leptidea_sinapisG00000012021	-
leptidea_sinapisG00000006001	-
leptidea_sinapisG00000014456	-
leptidea_sinapisG00000002344	-
leptidea_sinapisG00000004905	-
leptidea_sinapisG00000000577	-
leptidea_sinapisG00000007011	-
leptidea_sinapisG00000011431	-
leptidea_sinapisG00000014858	-
leptidea_sinapisG00000013512	dcaf15
leptidea_sinapisG00000000483	rfx3
leptidea_sinapisG00000010941	ifrd1
leptidea_sinapisG00000001228	-
leptidea_sinapisG00000003371	amn
leptidea_sinapisG00000011011	-
leptidea_sinapisG00000004186	-
leptidea_sinapisG00000006624	dcakd
leptidea_sinapisG00000000364	-
leptidea_sinapisG00000012060	ptf1a
leptidea_sinapisG00000011746	lpcat3
leptidea_sinapisG00000009332	tl5b
leptidea_sinapisG00000000699	uchl5
leptidea_sinapisG00000007836	-
leptidea_sinapisG00000006136	-
leptidea_sinapisG00000014824	cdc42
leptidea_sinapisG00000005703	-
leptidea_sinapisG00000012238	-
leptidea_sinapisG00000003284	-
leptidea_sinapisG00000015154	-
leptidea_sinapisG00000008729	hid1
leptidea_sinapisG00000012636	-
leptidea_sinapisG00000006401	spsb3
leptidea_sinapisG00000003326	anxb10
leptidea_sinapisG00000007234	appbp2
leptidea_sinapisG00000012834	c1qbp
leptidea_sinapisG00000010433	zcchc4
leptidea_sinapisG00000004231	lin37
leptidea_sinapisG00000013854	pym
leptidea_sinapisG00000014874	ddx42
leptidea_sinapisG00000002680	cg32138
leptidea_sinapisG00000004220	amx
leptidea_sinapisG00000010624	xrcc6
leptidea_sinapisG00000013325	-
leptidea_sinapisG00000007906	pak-2
leptidea_sinapisG00000001727	cg9213
leptidea_sinapisG00000006103	dnajc17
leptidea_sinapisG00000003085	mrps2
leptidea_sinapisG00000007958	lrrc58
leptidea_sinapisG00000005276	gsk3bsgg
leptidea_sinapisG00000000532	vps39
leptidea_sinapisG00000013985	-
leptidea_sinapisG00000011023	hnk2
leptidea_sinapisG00000006936	-
leptidea_sinapisG00000013373	-
leptidea_sinapisG00000012048	ppp1cb
leptidea_sinapisG00000013774	shfm1
leptidea_sinapisG00000009137	brca1
leptidea_sinapisG00000010374	nfrkb
leptidea_sinapisG00000002159	-
leptidea_sinapisG00000011372	thap9_3
leptidea_sinapisG00000009104	-
leptidea_sinapisG00000003112	fam46c
leptidea_sinapisG00000001718	cg18812_2
leptidea_sinapisG00000000265	cg18812
leptidea_sinapisG00000001851	pigf
leptidea_sinapisG00000003501	alas2
leptidea_sinapisG00000014497	cdc40
leptidea_sinapisG00000010756	vha14
leptidea_sinapisG00000014545	ca15
leptidea_sinapisG00000013693	-
leptidea_sinapisG00000001105	-
leptidea_sinapisG00000002586	limk1
leptidea_sinapisG00000004041	cogs_4
leptidea_sinapisG00000011456	tkr99d
leptidea_sinapisG00000012779	tkr99d_2
leptidea_sinapisG00000005734	myro1_6
leptidea_sinapisG00000003679	-
leptidea_sinapisG00000010709	pyk_2
leptidea_sinapisG00000009856	unc-94
leptidea_sinapisG00000015459	vps11_2
leptidea_sinapisG00000013667	-
leptidea_sinapisG00000006847	-
leptidea_sinapisG00000012335	unc-104
leptidea_sinapisG00000014976	sod2sod-2
leptidea_sinapisG00000012857	slc25a36
leptidea_sinapisG00000005085	bre-4
leptidea_sinapisG00000002394	-
leptidea_sinapisG00000004749	mars
leptidea_sinapisG00000000044	znf45
leptidea_sinapisG00000001023	-
leptidea_sinapisG00000000433	chox-7
leptidea_sinapisG00000005422	-
leptidea_sinapisG00000003818	ubxn4
leptidea_sinapisG00000000315	enc
leptidea_sinapisG00000003234	-
leptidea_sinapisG00000004762	luci_3
leptidea_sinapisG00000010189	sb_8
leptidea_sinapisG00000002017	nitfhit
leptidea_sinapisG00000014391	sugt1
leptidea_sinapisG00000003025	nf1
leptidea_sinapisG00000013456	nf1_3
leptidea_sinapisG00000014988	cart_7
leptidea_sinapisG00000002662	glys
leptidea_sinapisG00000001759	brca2
leptidea_sinapisG00000011361	erh
leptidea_sinapisG00000014641	zbtb24_2
leptidea_sinapisG00000003295	ca198
leptidea_sinapisG00000012566	park7
leptidea_sinapisG00000009606	snx6
leptidea_sinapisG00000008416	btbd10
leptidea_sinapisG00000009328	-
leptidea_sinapisG00000008645	ymel-1
leptidea_sinapisG00000014060	-
leptidea_sinapisG00000003627	-
leptidea_sinapisG00000006949	non1
leptidea_sinapisG00000001992	cg3107
leptidea_sinapisG00000003891	rrnad1
leptidea_sinapisG00000000508	hmgr
leptidea_sinapisG00000003566	dhfr
leptidea_sinapisG00000010299	sb_9
leptidea_sinapisG00000010636	-
leptidea_sinapisG00000001719	-
leptidea_sinapisG00000007127	orc4
leptidea_sinapisG00000014668	amtb
leptidea_sinapisG00000008527	-
leptidea_sinapisG00000002466	-
leptidea_sinapisG00000004775	-
leptidea_sinapisG00000012665	-
leptidea_sinapisG00000015534	-
leptidea_sinapisG00000010648	-
leptidea_sinapisG00000014575	-
leptidea_sinapisG00000011492	-
leptidea_sinapisG00000002129	-
leptidea_sinapisG00000009538	-
leptidea_sinapisG00000010878	-
leptidea_sinapisG00000012304	-
leptidea_sinapisG00000003706	-
leptidea_sinapisG00000003581	mimi_r240cg25c
leptidea_sinapisG00000007432	cg3887
leptidea_sinapisG00000008559	cg6153
leptidea_sinapisG00000014891	wdr35
leptidea_sinapisG00000004708	nalcn
leptidea_sinapisG00000007954	-
leptidea_sinapisG00000004403	-
leptidea_sinapisG00000001543	nol10
leptidea_sinapisG00000011561	mphosph6
leptidea_sinapisG00000006699	katnb1
leptidea_sinapisG00000010418	-
leptidea_sinapisG00000010930	ch082
leptidea_sinapisG00000006583	aktipcpij015056aktip-b
leptidea_sinapisG00000000295	bgb
leptidea_sinapisG00000009297	dus2
leptidea_sinapisG00000011809	myeov2
leptidea_sinapisG00000002644	tfdp1
leptidea_sinapisG00000012104	eogt
leptidea_sinapisG00000010773	lrrc24
leptidea_sinapisG00000003034	-
leptidea_sinapisG00000011393	-
leptidea_sinapisG00000001264	-
leptidea_sinapisG00000007816	-
leptidea_sinapisG00000000276	-
leptidea_sinapisG00000015275	-
leptidea_sinapisG00000006701	-
leptidea_sinapisG00000011029	-
leptidea_sinapisG00000015112	-
leptidea_sinapisG00000002833	-
leptidea_sinapisG00000002919	-
leptidea_sinapisG00000011470	-
leptidea_sinapisG00000010996	gbf1_3
leptidea_sinapisG00000008301	cex-1_2
leptidea_sinapisG00000003986	-
leptidea_sinapisG00000011499	-
leptidea_sinapisG00000014490	-
leptidea_sinapisG00000008827	ugt2c1_2
leptidea_sinapisG00000010087	ugt2a3
leptidea_sinapisG00000001479	tret1_5
leptidea_sinapisG00000011926	tret1_40
leptidea_sinapisG00000006371	nrf-6_12
leptidea_sinapisG00000009934	nrf-6_17
leptidea_sinapisG00000011472	nrf-6_18
leptidea_sinapisG00000002524	ugt2b15
leptidea_sinapisG00000001205	ugt2b7ugt2b20
leptidea_sinapisG00000010647	cni_2
leptidea_sinapisG00000003352	cni
leptidea_sinapisG00000005719	cg5065_8
leptidea_sinapisG00000010220	scarb1_3
leptidea_sinapisG00000004746	slc22a13
leptidea_sinapisG00000004209	-
leptidea_sinapisG00000001039	zc3h10
leptidea_sinapisG00000001005	-
leptidea_sinapisG00000009627	ard1sdh
leptidea_sinapisG00000010840	-
leptidea_sinapisG00000010314	miga
leptidea_sinapisG00000004008	mxt
leptidea_sinapisG00000002548	piezo
leptidea_sinapisG00000013869	rpii140
leptidea_sinapisG00000011661	jub
leptidea_sinapisG00000009368	si:ch211-105d11.2
leptidea_sinapisG00000003442	-
leptidea_sinapisG00000011906	-
leptidea_sinapisG00000006296	wdr59cg4705
leptidea_sinapisG00000014428	cyb5
leptidea_sinapisG00000002989	dfnb31
leptidea_sinapisG00000001279	-
leptidea_sinapisG00000014153	-
leptidea_sinapisG00000012741	mtf1_2
leptidea_sinapisG00000004345	-
leptidea_sinapisG00000012996	ccp84ab_6
leptidea_sinapisG00000001384	arrh
leptidea_sinapisG00000011850	pex7
leptidea_sinapisG00000003254	rpl31_2
leptidea_sinapisG00000014324	ccap-r_3
leptidea_sinapisG00000015101	l(2)efl_14
leptidea_sinapisG00000007891	cbr3_3
leptidea_sinapisG00000004960	cnot4
leptidea_sinapisG00000013291	lgs
leptidea_sinapisG00000014352	ctnnd2
leptidea_sinapisG00000009526	klhdc3
leptidea_sinapisG00000012676	-
leptidea_sinapisG00000002230	-
leptidea_sinapisG00000002813	cirl
leptidea_sinapisG00000003618	mstn
leptidea_sinapisG00000002832	-
leptidea_sinapisG00000011590	pask
leptidea_sinapisG00000011383	-
leptidea_sinapisG00000004967	ir21a
leptidea_sinapisG00000001191	mef2
leptidea_sinapisG00000008004	phm
leptidea_sinapisG00000014053	-
leptidea_sinapisG00000001713	rps8
leptidea_sinapisG00000006698	mago
leptidea_sinapisG00000006666	pum
leptidea_sinapisG00000005365	-
leptidea_sinapisG00000002297	-
leptidea_sinapisG00000012653	pum2
leptidea_sinapisG00000006163	-
leptidea_sinapisG00000003331	fip1l1
leptidea_sinapisG00000005538	-
leptidea_sinapisG00000005632	cg6353
leptidea_sinapisG00000006292	e2f3
leptidea_sinapisG00000002978	-
leptidea_sinapisG00000009218	-
leptidea_sinapisG00000010892	-
leptidea_sinapisG00000013485	-
leptidea_sinapisG00000005522	-
leptidea_sinapisG00000005607	to
leptidea_sinapisG00000003354	anon-3b1.2_3
leptidea_sinapisG00000002094	-
leptidea_sinapisG00000014997	to_5
leptidea_sinapisG00000013927	slc18b1
leptidea_sinapisG00000012394	-
leptidea_sinapisG00000012403	-
leptidea_sinapisG00000007320	-
leptidea_sinapisG00000015436	prdm9_5
leptidea_sinapisG00000003251	folt-1
leptidea_sinapisG00000005178	-
leptidea_sinapisG00000005917	-
leptidea_sinapisG00000015315	-
leptidea_sinapisG00000010358	-
leptidea_sinapisG00000009513	fancd2
leptidea_sinapisG00000005382	mrps14
leptidea_sinapisG00000000482	rplp1
leptidea_sinapisG00000007622	phf20l1
leptidea_sinapisG00000004552	sgsm3
leptidea_sinapisG00000010244	psmb6
leptidea_sinapisG00000002087	hb
leptidea_sinapisG00000003792	hiw_2
leptidea_sinapisG00000006867	-
leptidea_sinapisG00000011879	-
leptidea_sinapisG00000015148	mycbp2_2
leptidea_sinapisG00000009124	-
leptidea_sinapisG00000003483	trio
leptidea_sinapisG00000013249	kalrn
leptidea_sinapisG00000009329	ppp1r8
leptidea_sinapisG00000000632	impl3
leptidea_sinapisG00000013012	ppp1r8_2
leptidea_sinapisG00000001866	slc7a14
leptidea_sinapisG00000015241	prkag2_2
leptidea_sinapisG00000007210	acp2
leptidea_sinapisG00000000063	-
leptidea_sinapisG00000013642	phgdh
leptidea_sinapisG00000006041	-
leptidea_sinapisG00000012205	-
leptidea_sinapisG00000012334	atg9a
leptidea_sinapisG00000002853	prdx6
leptidea_sinapisG00000013936	-
leptidea_sinapisG00000011994	-
leptidea_sinapisG00000005047	-
leptidea_sinapisG00000008938	-
leptidea_sinapisG00000000246	-
leptidea_sinapisG00000001925	-
leptidea_sinapisG00000010565	-
leptidea_sinapisG00000013718	-
leptidea_sinapisG00000004271	-
leptidea_sinapisG00000013126	-
leptidea_sinapisG00000005852	-
leptidea_sinapisG00000009796	-
leptidea_sinapisG00000014701	-
leptidea_sinapisG00000004245	-
leptidea_sinapisG00000012379	-
leptidea_sinapisG00000014269	-
leptidea_sinapisG00000006469	-
leptidea_sinapisG00000009713	-
leptidea_sinapisG00000004705	-
leptidea_sinapisG00000003715	-
leptidea_sinapisG00000002102	krba2
leptidea_sinapisG00000012508	-
leptidea_sinapisG00000011291	-
leptidea_sinapisG00000003574	-
leptidea_sinapisG00000003939	-
leptidea_sinapisG00000008551	-
leptidea_sinapisG00000005623	-
leptidea_sinapisG00000005532	-
leptidea_sinapisG00000008130	-
leptidea_sinapisG00000007315	-
leptidea_sinapisG00000011025	-
leptidea_sinapisG00000006339	-
leptidea_sinapisG00000015092	-
leptidea_sinapisG00000012782	-
leptidea_sinapisG00000004069	-
leptidea_sinapisG00000000963	-
leptidea_sinapisG00000011591	-
leptidea_sinapisG00000005609	-
leptidea_sinapisG00000005760	-
leptidea_sinapisG00000001016	-
leptidea_sinapisG00000009873	-
leptidea_sinapisG00000001292	-
leptidea_sinapisG00000006642	-
leptidea_sinapisG00000006459	-
leptidea_sinapisG00000010975	-
leptidea_sinapisG00000010939	-
leptidea_sinapisG00000015331	-
leptidea_sinapisG00000010478	-
leptidea_sinapisG00000011776	-
leptidea_sinapisG00000013568	-
leptidea_sinapisG00000001492	-
leptidea_sinapisG00000000060	mod(mdg4)
leptidea_sinapisG00000004713	ces4aest-6ces2c
leptidea_sinapisG00000004163	gst3gst1
leptidea_sinapisG00000014007	-
leptidea_sinapisG00000003040	mrps5
leptidea_sinapisG00000014212	ga18838
leptidea_sinapisG00000000736	ttll12
leptidea_sinapisG00000014645	dcaf5
leptidea_sinapisG00000002276	-
leptidea_sinapisG00000012370	rgp1
leptidea_sinapisG00000010614	arhgap11a
leptidea_sinapisG00000001797	fbxo11
leptidea_sinapisG00000005253	sras
leptidea_sinapisG00000012556	kctd3
leptidea_sinapisG00000013137	stt3b
leptidea_sinapisG00000014248	znf541
leptidea_sinapisG00000012982	tmem245
leptidea_sinapisG00000013593	-
leptidea_sinapisG00000008380	manba
leptidea_sinapisG00000013834	cyp6a14cyp6a13
leptidea_sinapisG00000002783	kif16b
leptidea_sinapisG00000004735	-
leptidea_sinapisG00000007425	idi1
leptidea_sinapisG00000003768	pex6
leptidea_sinapisG00000002569	rps25
leptidea_sinapisG00000002254	tdcb
leptidea_sinapisG00000011792	polr2c
leptidea_sinapisG00000011612	tret1_36
leptidea_sinapisG00000013921	myro1_15
leptidea_sinapisG00000010195	slc9a6
leptidea_sinapisG00000013910	-
leptidea_sinapisG00000011646	mblac1
leptidea_sinapisG00000005319	1a
leptidea_sinapisG00000005499	nkain
leptidea_sinapisG00000009029	uch_2
leptidea_sinapisG00000014528	mfsd12_2
leptidea_sinapisG00000002869	pigt
leptidea_sinapisG00000003008	rragd
leptidea_sinapisG00000006844	lpin3
leptidea_sinapisG00000014733	-
leptidea_sinapisG00000004082	mrto4
leptidea_sinapisG00000004191	14-3-3zeta
leptidea_sinapisG00000012926	-
leptidea_sinapisG00000012560	-
leptidea_sinapisG00000001018	ca2
leptidea_sinapisG00000010309	kntc1
leptidea_sinapisG00000011124	ankrd49
leptidea_sinapisG00000010751	-
leptidea_sinapisG00000012127	gpp
leptidea_sinapisG00000003505	plekhj1
leptidea_sinapisG00000004594	dbp73d
leptidea_sinapisG00000012316	cand1
leptidea_sinapisG00000002226	-
leptidea_sinapisG00000003934	soga3
leptidea_sinapisG00000004253	nans
leptidea_sinapisG00000014358	hmgcl
leptidea_sinapisG00000011139	aael007634
leptidea_sinapisG00000015482	rab11fip2
leptidea_sinapisG00000001982	-
leptidea_sinapisG00000008890	-
leptidea_sinapisG00000010531	-
leptidea_sinapisG00000005959	cad89d
leptidea_sinapisG00000011868	sifar_2
leptidea_sinapisG00000001478	sifar
leptidea_sinapisG00000015181	pdhb-1
leptidea_sinapisG00000007570	edg84a_2
leptidea_sinapisG00000008219	-
leptidea_sinapisG00000010820	-
leptidea_sinapisG00000003406	med21
leptidea_sinapisG00000004023	slc35g1
leptidea_sinapisG00000003858	dnajb13
leptidea_sinapisG00000008783	znf227_4
leptidea_sinapisG00000013054	-
leptidea_sinapisG00000001852	cdk1
leptidea_sinapisG00000009012	gbagba-3
leptidea_sinapisG00000002454	-
leptidea_sinapisG00000003328	apod
leptidea_sinapisG00000004157	-
leptidea_sinapisG00000013380	-
leptidea_sinapisG00000006175	-
leptidea_sinapisG00000015548	gba_2
